20296,"Manufacture from cane and bamboo of shopping bags, ornament boxes, costume",,,
"articles,","trays, table lamps, fancy baskets, table mats, tumbler and vessel holders",,,
and,other household utilities,pine leaf and khajoor,,
20297,"Manufacture of articles made of palm leaf, dhak leaf, screw",,,
leaf;,"articles of vegetables fibre etc,.",,,
20298,Manufacture of products of pith and shalapith,,,
20299,"Manufacture of other wood products n.e.c. (including wooden tools, handles, etc.",,,
ornaments,and household products),,,
210 ,Manufacture of paper and paper product,,,
2101 ,"Manufacture of pulp, paper and paper board",,,
21011,Manufacture of pulp,,,
21012,Manufacture of paper incl. Printing & writing paper,,,
21013,Manufacture of newsprint,,,
21014,Manufacture of packaging paper,,,
21015,Manufacture of paper board and straw board,,,
21016,Manufacture of hard board including false board and chip board,,,
21017,Manufacture of special purpose paper/paper products for computers,,,
21019,Manufacture of other primary paper materials incl. Composite paper & paper,,,
board,n.e.c.,,,
2102 ,Manufacture of corrugated paper and paperboard and of containers of paper and,,,
#VALUE!,#VALUE!,,,
21021,Manufacture of sacks & paper bags,,,
21022,Manufacture of card board boxes,,,
21023,Manufacture of corrugated fibre board containers,,,
21024,Manufacture of corrugated paper board,,,
21029,Manufacture of other containers and boxes of paper or paper board n.e.c.,,,
2109 ,Manufacture of other articles of paper and paperboard,,,
21091,Manufacture of paper hoops and cones,,,
21092,"Manufacture of paper cups, saucers, plates and other similar products",,,
21093,Manufacture of other paper and paper board articles,,,
21094,Manufacture of dolls from pulp,,,
21095,Manufacture of papier mache articles,,,
21096,Manufacture of wall paper,,,
21097,"Manufacture of file cover/file boards, and similar articles.",,,
21098,Manufacture of carbonpaper & stationary items,,,
21099,Manufacture of other pulp products/special purpose paper n.e.c.,,,
221 ,Publishing [This group includes publishing whether or not connected with,,,
printing.,"Publishing involves financial, technical, artistic, legal and marketing",,,
"activities,",among others but not predominantly],,,
2211 ,"22110 Publishing of books, brochures, musical books and other publications.",,,
2212 ,"Publishing of newspapers, journals and periodicals [includes periodicals of",,,
technical,"or general contents, trade journals, comics etc.]",,,
22121,Publishing of newspapers.,,,
22122,Publishing of periodicals and journals.,,,
2213 ,22130 Publishing of recorded media [includes publishing of records and other recorded,,,
audio,"media, publishing of sheet music etc]",,,
2219 ,"22190 Other publishing [includes publishing of photos and postcards, greeting cards,","forms, posters or other printed matters.]",,
time,"tables,",,,
222 ,Printing and service activities related to printing,,,
2221 ,"Printing [Includes printing of newspapers, magazines, periodicals, journals and",,,
other,material for others on a fee or contract basis],,,
22211,Printing but not publishing of newspapers,,,
22212,"Printing but not publishing of periodicals, books, journals, directories, atlases,",,,
maps,"and sheet music, schedules and pamphlets",,,
22213,"Printing of bank notes, currency notes",,,
22219,"Printing and allied activities like screen printing other then textile, n.e.c.",,,
2222 ,Service activities related to printing,,,
22221,"Engraving, etching and block making etc.",,,
22222,Book binding on account of others,,,
22229,Other service activities relating to printing n.e.c,,,
223,"2230  22300 Reproduction of recorded media [This class includes reproduction of records,",,,
"audio,","video and computer tapes from master copies, reproduction of floppy, hard",customised software and film duplicating],,
or,"compact disks, reproduction of non",,,
231,2310  Manufacture of coke oven products [This class includes the operation of coke,"coke from hard coal and lignite,",,
ovens,chiefly for the production of coke or semi ,,,
retort,carbon and residual products such as coal tar or pitch. Agglomeration of,,,
coke.,Distillation of coal tar is classified in class 2411.],,,
23101,Manufacture of coke or semi coke products,,,
23109,"Manufacture of other coke oven products e.g. coal, coal tar and other products",,,
#VALUE!,#VALUE!,,,
232,2320  Manufacture of refined petroleum products,,,
23201,"Production of liquid or gaseous fuels, illuminating oils, lubricating oils or greases",,,
or,other products from crude petroleum or bituminous minerals,,,
23202,Manufacture of paraffin wax,,,
23203,Bottling of LPG,,,
23209,Manufacture of other petroleum products n.e.c. (includes manufacture of,"crystalline petroleum wax, slack wax, ozokerite, lignite",,
petroleum,"jelly, micro",,,
"wax,","petroleum coke, petroleum bitumen and other residues of petroleum oils or",,,
of,oils obtained from bituminous minerals. Manufacture of candles is classified in,,,
#VALUE!,#VALUE!,,,
233,2330  23300 Processing of nuclear fuel [includes extraction of uranium metal from pitchblende,,,
or,"other uranium bearing ores; manufacture of alloys, dispersions or mixtures of",,,
natural,uranium or its compounds; manufacture of enriched uranium and its,,,
compounds;,plutonium and its compounds; uranium depleted in U 235 and its,,,
compounds;,"other radioactive elements, isotopes or compounds; and, nonirradiated",,,
fuel,elements for use in nuclear reactors],,,
241 ,Manufacture of basic chemicals,,,
2411 ,Manufacture of basic chemicals except fertilizers and nitrogen compounds,,,
24111,"Manufacture of industrial gases (includes manufacture of elemental gases, liquid",,,
or,"compressed air, acetylene refrigerant gases and mixed industrial gases etc.)",class 24121).,,
24112,Manufacture of inorganic acids (nitric acid is included in sub,,,
 24113,Manufacture of tanning or dying extracts; tannings and their derivatives and,,,
colouring,matter (manufacture of indigo is included),,,
24114,Manufacture of dyes (includes manufacture of such dyes and colouring matters,,,
which,"are for final use by household/industrial/institutional consumers,",,,
manufacture,of special dyes used in laboratories e.g. to colour microscopic,,,
preparations,is also included),,,
24115,Manufacture of turpentine and resins of vegetable origin,,,
24116,Manufacture of organic acids (includes acetic acid); alcohols; phenols and phenol,,,
alcohols;,methanol and higher alcohols.,,,
24117,Manufacture of basic inorganic chemicals n.e.c.,,,
24118,"Manufacture of industrial monocarboxilic fatty acids, acid oils from refining and",,,
industrial,fatty alcohols ; Manufacture of glycerine.,,,
24119,Manufacture of basic organic chemicals n.e.c.,,,
2412 ,Manufacture of fertilizers and nitrogen compounds,,,
24121,"Manufacture of nitric acid, ammonia, commercial ammonium chloride, nitrates of",,,
potassium,and other basic chemicals of nitrogenous fertilizer industry,,,
24122,Manufacture of straight inorganic fertilizers,,,
24123,Manufacture of urea and other organic fertilizers,,,
24124,"Manufacture of mixed, compound or complex fertilizers",,,
24129,Manufacture of others fertilizers n.e.c. ( manufacture of pesticides are classified in,,,
class,2421),,,
2413 ,Manufacture of plastics in primary forms and of synthetic rubber.,,,
24131,Manufacture of synthetic rubber in primary forms,"resins, phenolic",resins and polyurethanes in primary forms,
24132,Manufacture of amino,,,
24133,Manufacture of cellulose and its chemical derivatives in primary form,,,
24134,Manufacture of natural polymers and modified natural polymer in primary forms,,,
24139,Manufacture of other plastics in primary forms n.e.c. (including mixtures of,,,
synthetic,"rubber and natural rubber or rubber like gum e.g. balata, in primary",,,
#VALUE!,#VALUE!,,,
242 ,Manufacture of other chemical products,,,
2421 ,Manufacture of pesticides and other agro chemical products,,,
24211,"Manufacture of insecticides, fungicides and weedicides",,,
24219,Manufacture of other pesticides and agro chemical products n.e.c.,,,
2422 ,"Manufacture of paints, varnishes and similar coatings,",,,
printing,ink and mastics,,,
24221,"Manufacture of prepared pigments, prepared opacifiers and prepared colours,",,,
vitrifiable,enamels and glazes engobes and similar preparations of a kind used in,,,
the,"ceramic, enamelling or glass industry",,,
24222,"Manufacture of paints, varnishes, enamels or lacquers",,,
24223,Manufacture of printing ink (manufacture of writing or drawing ink is classified in,24299),,
sub,class,,,
24224,Manufacture of pigments and other colouring matter of a kind used in the,,,
manufacture,of paints or by artists or other painters,refractory filling or,,
24229,"Manufacture of mastics, caulking compounds or similar non",,,
surfacing,preparations; prepared other paints/ varnishes removers; organic,,,
composite,"solvents and thinners, and other related products n.e.c.",,,
2423 ,"Manufacture of pharmaceuticals, medicinal chemicals and botanical products",,,
24231,Manufacture of chemical substances used in the manufacture of pharmaceuticals:,,,
"antibiotics,","endocrine products, basic vitamins; opium derivatives; sulpha drugs;",,,
 serums,"and plasmas; salicylic acid, its salts and esters; glycosides and vegetable",,,
alkaloids;,chemically pure sugar etc.,,,
24232,Manufacture of allopathic pharmaceutical preparations,,,
24233,Manufacture of ‘ayurvedic’ or ‘unani’ pharmaceutical preparation,,,
24234,Manufacture of homoeopathic or biochemic pharmaceutical preparations,,,
24235,Manufacture of veterinary preparations,,,
24236,"Manufacture of surgical dressings, medicated wadding, fracture bandages, catgut",,,
and,other prepared sutures,,,
24239,"Manufacture of other pharmaceutical and botanical products like hina powder etc.,",,,
#VALUE!,#VALUE!,,,
2424 ,"Manufacture of soap and detergents, cleaning and polishing preparations,",,,
perfumes,and toilet preparations,,,
24241,"Manufacture of soaps all types (includes medicated soap, household soaps, rosin,",,,
naphthenate,soaps and industrial soaps),,,
24242,"Manufacture of waxes & polishes (includes manufacture of artificial waxes,",,,
prepared,"waxes; polishes and creams for footwear, furniture, floor, coachwork,",pastes/powders and similar preparations),,
glass,or metals and scouring,active agents (surfactants) and preparations based,,
24243,Manufacture of organic surface,,,
"thereon,","detergents, auxiliary washing preparations (for rinsing or bleaching",,,
cloths),and cleaning preparations (for floors/windows etc.),eau,,
24244,Manufacture of perfumes and cologne de,,,
24245,Manufacture of preparations for oral or dental hygiene (includes manufacture of,,,
"toothpastes,","toothpowder, mouthwash, oral, perfumes, dental fixative pastes and",,,
powders,etc.),"shave,",,
24246,Manufacture of cosmetics and toileteries (includes manufacture of pre,respirants;,,
shaving,or after shave preparations; personal deodorants and anti,up preparations,,
perfumed,bath salts and other bath preparations; beauty or make,,,
and,"preparations for the care of the skin, other than medicaments; manicure and",,,
pedicure,preparations etc.),,,
24247,"Manufacture of hair oil, shampoo, hair dye etc. (includes manufacture of",,,
"shampoos,","hair sprays, hair fixers, hair oils, hair creams, hair dyes and bleaches",,,
and,preparations for permanent waving or straightening of the hair etc.),,,
24248,Manufacture of “Agarbatti” and other odoriferous preparations which operate by,,,
#VALUE!,#VALUE!,,,
24249,Manufacture of other perfumes and toilet preparations n.e.c. (includes,,,
manufacture,"of scented sachets, perfumed papers, contact lens solution and animal",,,
preparations,etc.),,,
2429 ,Manufacture of other chemical product n.e.c.,,,
24291,Manufacture of matches,,,
24292,"Manufacture of explosive, ammunition and fire works",,,
24293,Manufacture of essential oils; modification by chemical processes (e.g. by,,,
"oxidation,",polymerization etc.) of oils and fats,,,
24294,"Manufacture of photochemical products such as photographic plates, films,",,,
sensitized,"paper, other sensitized unexposed materials and chemical preparations",,,
for,photographic use; manufacture of prepared unrecorded media for sound,,,
recording,"and similar recording of other phenomena (e.g. compact disks, diskettes",,,
and,floppies),,,
24295,"Manufacture of gelatin and gelatin derivatives, glues of animal origin, prepared",,,
glues,and other prepared adhesives including adhesives based on rubber or,,,
#VALUE!,#VALUE!,,,
24296,Manufacture of chemical elements and compounds doped for use in electronics,,,
24297,"Manufacture of chemical products or preparations of a kind used in the textiles,",,,
 24298,Manufacture of processed salt,,,
24299,Manufacture of fine chemicals and other chemical products n.e.c. (including antiknock,"freeze preparations, liquids for hydraulic transmission,",,
"preparations,",anti,,,
composite,"diagnostic or laboratory reagents, writing or drawing ink, chemical",,,
substance,used in manufacturing of pesticides and other chemical products),made fibers [This class includes manufacture of artificial or,,
243,2430  Manufacture of man,filament fibers.],,
synthetic,filament and non,,,
24301,"Manufacture of artificial filament tow and staple fibers, not carded or combed.",,,
24302,"Manufacture of synthetic filament tow and staple fibers, not carded or combed.",,,
24303,"Manufacture of artificial filament yarn, whether or not textured, high tenacity,",,,
multiple,or cabled.,,,
24304,"Manufacture of synthetic filament yarn, whether or not textured, high tenacity,",,,
multiple,or cabled.,filament or strip (e.g. artificial straw).,,
24305,Manufacture of artificial non,filament or strip.,,
24306,Manufacture of synthetic non,,,
24309,Manufacture of other man made fibre n.e.c.,,,
251 ,Manufacture of rubber products,,,
2511 ,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,,,
25111,"Manufacture of tyres and tubes for motor vehicle, tractors and aircrafts",wheelers,,
25112,"Manufacture of tyres and tubes for motor cycles, scooters and three",,,
25113,Manufacture of tyres and tubes for cycles & cycle rickshaws,,,
25114,Retreading of tyres; replacing of tread on used pneumatic tyres,,,
25119,"Manufacture of pneumatic tyres and soild or cushion tyres, tyres for animal driven",,,
carts,"(Buggies etc.), tyre parts such as interchangeable tyre treads or tyre flaps;",strips for re ,treading tyres; and other tyres and tubes n.e.c.,
‘çamel,back’,,,
2519 ,Manufacture of other rubber products,,,
25191,"Manufacture of rubber plates, sheets, strips, rods, tubes, pipes, hoses and profile ",,,
shapes,etc.,,,
25192,Manufacture of rubber conveyor or transmission belts or belting,,,
25193,Manufacture of rubber contraceptives,,,
25194,Manufacture of rubber balloons,,,
25199,Manufacture of other rubber products n.e.c. (manufacture of rubber surgical and,,,
medical,equipment is classified in class 3311 while that of uncovered cellular,,,
rubber,mattresses is classified in class 3610),,,
252,2520  Manufacture of plastic products,finished products of plastics,,
25201,Manufacture of semi ,,,
25202,Manufacture of packing products of plastics (except household),"basins, lavatory pans and covers, flushing",,
25203,"Manufacture of bathing tubs, wash",ware of plastics,,
cisterns,and similar sanitary,,,
25204,"Manufacture of travel goods of plastics (suitcase, vanity bags, holdalls and similar",,,
#VALUE!,#VALUE!,,,
25205,Manufacture of spectacle frames of plastic,,,
25206,Manufacture of moulded industrial accessories of plastics [including electrical,,,
insulating,fittings of plastics],,,
25207,"Manufacture of tableware, kitchenware and other household articles and toilet",,,
articles,"of plastic, including manufacture of vacuum flasks and other vacuum",,,
#VALUE!,#VALUE!,,,
261,2610  Manufacture of glass and glass products,manufactured forms (such as sheets &,,
26101,Manufacture of glass in primary or semi,,,
plate,"glass) including mirror sheets and wired, coloured, tinted, toughened or",,,
laminated,glass,wool) and yarn of glass fibre; nonwoven,,
26102,Manufacture of glass fibre (including glass,woven products therefrom,,
glass,"fabrics, mats, boards and similar non",,,
26103,"Manufacture of hollow glassware (bottles, jars etc.) for the conveyance or packing",,,
of,goods,,,
26104,Manufacture of laboratory or pharmaceutical glassware,,,
26105,Manufacture of table or kitchen glassware,,,
26106,Manufacture of glass bangles,,,
26107,Manufacture of glass decoration pieces and glassware used in imitation jewellery,,,
26109,Manufacture of other glassware/glass products: articles of glass used in,,,
construction,"such as glass blocks; clock or watch glasses, optical glass and optical",,,
glass,elements not optically worked; and other glass products (including glass,,,
beads),n.e.c.,metallic mineral products n.e.c.,,
269 ,Manufacture of non,structural non,refractory ceramic ware,
2691 ,Manufacture of non,,,
26911,"Manufacture of articles of porcelain or china, earthenware, imitation porcelain or",,,
common,"pottery, including earthen statues",,,
26912,"Manufacture of statues and ornamental articles of stone and other stoneware,",,,
including,writing slates of slatestone,,,
26913,Manufacture of ceramic tableware and other articles of a kind commonly used for,,,
domestic,"purposes, including ceramic statuettes and other ornamental articles","closet pans, flushing",,
26914,"Manufacture of ceramic sanitary wares: sinks, baths, water",,,
cistern,etc.,,,
26915,"Manufacture of ceramic insulators and insulating fittings for electrical machines,",,,
appliances,and equipment,,,
26916,Manufacture of ceramic ware for laboratory chemical or other technical uses,structural ceramic ware n.e.c.,,
26919,Manufacture of other non,,,
2692 ,Manufacture of refractory ceramic products,,,
26921,"Manufacture of refractory bricks, blocks tiles and similar refractory ceramic",,,
constructional,goods,,,
26922,Manufacture of refractory cements; ceramic products that can withstand the high,,,
temperature,"encountered in metallurgical operations; retorts, crucibles, muffles,",,,
"nozzles,","tubes, pipes etc.",,,
26929,Manufacture of other refractory ceramic products n.e.c.,refractory clay and ceramic products,,
2693 ,Manufacture of structural non,,,
26931,Manufacture of bricks,"refractory ceramic pipes, conduits, guttering and pipe fittings",,
26932,Manufacture of non,,,
26933,"Manufacture of ceramic building material, other than bricks: flooring blocks,",,,
roofing,"tiles, wall tiles (whether or not glazed), flags and pavings, mosaic cubes",,,
#VALUE!,#VALUE!,,,
26939,Manufacture of other structural clay products n.e.c.,,,
2694 ,"Manufacture of cement, lime and plaster",,,
26941,Manufacture of cement in the form of clinkers,,,
26942,"Manufacture of portland cement, aluminous cement, slag cement and similar",,,
hydraulic,"cement, except in the form of clinkers",,,
26943,Manufacture of asbestos cement,,,
26944,"Manufacture of quicklime, slaked lime and hydraulic lime (excl. chewing lime)",,,
26945,Manufacture of plasters consisting of calcined gypsum or calcium sulphate,,,
26949,"Manufacture of other cement, lime and plaster n.e.c.",,,
2695 ,"M a n u f a c t u r e o f a r t i c l e s o f c o n c r e t e , c e m e n t a n d p l a s t e r",,,
26951,Manufacture of plaster statues,,,
26952,Manufacture of other plaster products,,,
26953,Manufacture of asbestos sheets,,,
26954,Manufacture of R.C.C. bricks and blocks,,,
26955,Manufacture of concrete tiles,fabricated structural components of,,
26956,Manufacture of hume pipes and other pre,,,
cement,and/or concrete for building or civil engineering,,,
26957,"Manufacture of insulation boards of vegetable fibre, straw or wood waste,",,,
agglomerated,with cement & other mineral binders.,,,
26959,Manufacture of other cement and asbestos cement products n.e.c.,,,
2696 ,"26960 Cutting, shaping and finishing of stone[ includes cutting, shaping and finishing",,,
stone,"for use in construction, in cemeteries, on roads, as roofing and in other",,,
#VALUE!,#VALUE!,metallic mineral products n.e.c.,,
2699 ,Manufacture of other non,,,
26991,Manufacture of worked mica and mica products,,,
26992,Manufacture of gypsum boards,,,
26993,"Manufacture of millstones, sharpening or polishing stones and natural or artificial",,,
abrasive,"products, including abrasive powder or grain on a base of textile material,",,,
"paper,",paper board or other material,,,
26994,Manufacture of graphite products other than electrical articles,metallic mineral products n.e.c. {includes asbestos yarn,,
26999,Manufacture of other non,,,
and,"fabric, and articles of asbestos yarn and fabric such as clothing, headgear,",,,
"footwear,","cord, string, paper or felt; friction material with a basis of asbestos or",,,
other,"mineral substances or of cellulose, including unmounted articles of such",,,
friction,"material; mineral insulating material (slag wool, rockwool and similar",,,
mineral,"wools, exfoliated vermiculite, expanded clays and similar insulating",insulating (manufacture of glass wool is,,
material);,products of glass wool for heat,,,
classified,in class 2610); articles of asphalt or of similar material (e.g. coal tar,,,
"pitch),",gypsum and articles of other mineral substances},,,
271 ,Manufacture of Basic Iron & Steel,,,
2711 ,27110 Manufacture of ferro alloys.,,,
2712 ,27120 Manufacture of Direct Reduced Iron (DRI)/ Sponge Iron and other spongy ferrous,,,
#VALUE!,#VALUE!,,,
2713 ,27130 Manufacture of Pig Iron (hot metal).,finished products (ingots/ billets/ blooms/ slabs),,
2714 ,Manufacture of semi ,finished non ally steel of these shapes,,
 Manufacture,of semi ,finished alloy steel of these shapes,,
27142,Manufacture of semi ,finished stainless steel of these shapes,,
27143,Manufacture of semi ,"flat steel products (bars, rods, structurals, rails )",,
2715 ,Manufacture of non,steel of these shapes,,
27151,Manufacture of alloy,alloy steel of these shapes,,
27152,Manufacture of non,,,
27153,Manufacture of stainless steel of these shapes,,,
2716 ,Manufacture of flat steel products not coated,"alloy steel hot rolled flat products (including plates, sheets,",,
27161,Manufacture of non,,,
"strips,",wide coils),,,
27162,"Manufacture of alloy steel hot rolled flat products (including plates, sheets, strips,",,,
wide,coils),,,
27163,"Manufacture of stainless steel hot rolled flat products (including plated sheets,",,,
"strips,",wide coils),"alloy steel cold rolled flat products (including sheets, strips,",,
27164,Manufacture of non,,,
wide,"coils, TMBP)",,,
27165,Manufacture of alloy steel cold rolled flat products,,,
2717 ,"Manufacture of flat products, coated with zinc, tin, chromium or other materials",Al. coated sheets/ Colour coated,,
27171,Manufacture of GP/GC/Zn,,,
27172,Manufacture of Tinplate,,,
27173,Manufacture of Tin Free Steel,,,
2718 ,Manufacture of steel wires made in wire drawing mills,alloy steel wires,,
27181,Manufacture of non,,,
27182,Manufacture of alloy steel wires,,,
27183,Manufacture of stainless steel wires,,,
27184,Manufacture of wires coated with zinc or other materials,,,
2719 ,27190 Manufacture of other basic iron and steel n.e.c.,ferrous metals,,
272,2720  Manufacture of basic precious and non,,,
27201,"Manufacturing of Copper (includes basic processing, smelting, refining for",,,
production,"of base metal; its further rolling, drawing and extruding; and",,,
production,"of powders or flakes, foil, plates, sheets or strip, bars, rods, profiles,",,,
"wires,","tubes, pipes and tube or pipe fittings)",,,
27202,"Manufacturing of Brass (includes the making of brass and its further rolling,",,,
drawing,"and extruding; and production of powders or flakes, foil, plates, sheets or",,,
"strip,","bars, rods, profiles, wires, tubes, pipes and tube or pipe fittings)",,,
27203,"Manufacturing of Aluminum (includes basic processing, smelting, refining for",,,
production,"of base metal; its further rolling, drawing and extruding; and",,,
production,"of powders or flakes, foil, plates, sheets or strip, bars, rods, profiles,",,,
"wires,","tubes, pipes and tube or pipe fittings)",,,
27204,"Manufacturing of Zinc (includes basic processing, smelting, refining for",,,
production,of base metal; its further processing and production of powders or,,,
"flakes,","foil, plates, sheets or strip, bars, rods, profiles, wires, tubes, pipes and tube",,,
or,pipe fittings),,,
27205,"Manufacture of basic precious metals and by products (gold, silver & metals of",,,
platinum,group),"ferrous metal industries n.e.c. (e.g. lead, nickel, manganese etc.)",,
27209,Other non,,,
281 ,"Manufacture of structural metal products, tanks, reservoirs and steam generators",,,
2811 ,Manufacture of structural metal products,,,
28111,"Manufacture of doors, windows and their frames, shutters and rolling shutters ;",,,
fire,"escapes, gates and similar articles of iron or steel used on buildings",,,
28112,Manufacture of fabricated structural products of iron or steel: bridges and bridge,,,
"parts,","towers, masts, columns, girders, trusses, arches, sluice gates, piers and",manufactured parts is included,,
jetties.,Erection of the structures from self,,,
28113,Manufacture of fabricated structural products of metal other than of iron or steel,,,
28118,Repair and maintenance of structural products,,,
28119,Manufacture of other structural metal products n.e.c.,,,
2812 ,"Manufacture of tanks, reservoirs and containers of metal [ includes manufacture of",,,
containers,of metal for compressed or liquified gas. Also includes manufacture of,,,
central,"heating boilers and radiators. Manufacture of reservoirs, tanks and similar",,,
containers,of types normally installed as fixtures for storage or manufacturing use,,,
of,"metal, whether or not fitted with tops, closures, or lined with materials other",,,
than,"iron, steel or aluminium]",,,
28121,Manufacture of containers of metal for compressed or liquified gas such as gas,,,
#VALUE!,#VALUE!,,,
28122,"Manufacture of tanks, reservoirs and similar containers",,,
28123,"Manufacture of central heating boilers, radiators and its parts and accessories",,,
28128,"Repair and maintenance of tanks, reservoirs and containers of metal",,,
28129,"Manufacture of other containers n.e.c. (manufacture of drums, cans, boxes etc, of",,,
a,"kind commonly used for conveyance or packing goods, even of large size, is",,,
classified,"in class 2899 whereas manufacture of reservoirs, tanks etc. for use",,,
described,above but fitted with mechanical or thermal equipment is classified in,,,
class,2919),,,
2813 ,"Manufacture of steam generators, except central heating hot water boilers",,,
28131,Manufacture of steam or other vapour generating boilers and hot water boilers,,,
other,than central heating boilers,,,
28132,Manufacture of nuclear reactors for all purposes other than isotopes separators,,,
(processing,of nuclear fuel is classified in 2330),,,
28133,"Manufacture of auxiliary plant for use with boilers, such as economizers, superheaters,",,,
steam,"collectors and accumulators; soot removers, gas recoverers and",,,
sludge,scrapers and their parts and accessories,,,
28138,"Repair and maintenance of steam generators, except central heating hot water",,,
#VALUE!,#VALUE!,,,
28139,Manufacture of other steam generators (except central eating hot water boilers),,,
#VALUE!,#VALUE!,,,
289 ,Manufacture of other fabricated metal products; metal working service activities,forming of metal; powder metallurgy,,
2891 ,"28910 Forging, pressing , stamping and roll",,,
2892 ,28920 Treatment and coating of metals; general mechanical engineering on a fee or,,,
contract,basis,,,
2893 ,"Manufacture of cutlery, hand tools and general hardware",,,
28931,Manufacture of metal articles in and about the house: knives and knife blades;,,,
other,"articles of cutlery; including cleavers and choppers, razors and razor blades,",,,
"scissors,","hair clippers and nail clippers; spoons, forks, ladles, skimmers, fish",,,
"knives,",tongs and other articles for use at table or in the kitchen,,,
28932,"Manufacture of tools of a kind used in agriculture, horticulture or forestry; of a",,,
kind,"used in carpentry, cabinet work or other wood work; of a kind used for",,,
mechanical,assembly work; of a kind used in sheet metal work; and in other trades,,,
28933,"Manufacture of locks, padlocks, keys and other hardware for buildings, furniture,",,,
vehicles,or other appliances n.e.c.,,,
28939,"Manufacture of general hardware n.e.c. [ saws and saw blades, including circular",,,
saw,"blades and chainsaw blades, knives and cutting blades for machines or for",,,
mechanical,"appliances; interchangeable tools for hand tools, whether or not power",,,
"operated,","or for machine tools (drills, punches, dies, milling cutters, unmounted",,,
tool,"tips, plates or sticks of sintered metal carbides or cermets etc.); blacksmith’s",,,
tools,"including forges and anvils ; and vices, clamps, blow lamps and the like.]",,,
2899 ,Manufacture of other fabricated metal products n.e.c.,,,
28991,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and","threaded products and nuts, bolts, screws and other threaded",,
similar,non,finished springs for all purposes other than,,
products);,springs including semi,,,
watch,springs; metal chains (other than power transmission chains) and weights,,,
and,measures,,,
28992,"Manufacture of containers used for packing or conveyance of goods: casks,",,,
"drums,","pails, cans, boxes etc. (manufacture of railway and ship containers used in",is classified 3420),,
container,traffic,,,
28993,"Manufacture of reinforced safes, vaults, strongroom doors and gates and the like",,,
28994,"Manufacture of metal sanitaryware, including baths, sinks, wash basins, and other",,,
metal,"sanitary and toilet articles, whether or not enamelled",,,
28995,"Manufacture of metal artware (statues, picture frames, and other decorative",,,
articles,including trophies),"ware, dinnerware or flatware whether or not of base metal",,
28996,Manufacture of hollow,,,
plated,"with precious metal; fry pans, sauce pans, and other metal cooking utensils",,,
28997,Manufacture of pressure cookers and other small hand operated kitchen appliances,,,
used,"in preparation, conditioning or serving of food",,,
28998,"Manufacture of metal goods for office use, other than metal furniture",,,
#VALUE!,#VALUE!,,,
#VALUE!,#VALUE!,,,
Repair,and maintenance of other fabricated metal products n.e.c.,,,
28999,"Manufacture of other fabricated metal products n.e.c : metal cable, plaited bands",,,
and,"similar articles; articles made of wire barbed wire, wire fencing etc.):",,,
"cutlasses,","swords, bayonets and similar arms; type foundings metal safety",,,
headgear;,"railway or tramway fixtures or fittings (e.g. assembled track, turntables,",,,
platform,"buffers etc.); ship’s propellers, anchors, belts, flexible tubing, clasps,",,,
"buckles,","hooks, metal scouring pads, sign plates and so forth",,,
291 ,Manufacture of general purpose machinery,,,
2911 ,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",,,
29111,Manufacture of steam engines and turbines,ignition or compression,ignition,
29112,Manufacture of reciprocatory or rotary spark,,,
internal,combustion piston engines for use in moving or stationary applications,,,
 29193,"Manufacture of fire extinguishers and other equipment for projecting, dispersing","operated, including sand",,
or,spraying liquids or powders whether or not hand,,,
blasting,"machines, stream cleaning machines etc.",,,
29194,"Manufacture of centrifuges machinery for liquids and gases, other than cream",,,
separators,or clothes dryers,,,
29195,Manufacture of packing and wrapping machinery including machines which,,,
perform,"one or more of such functions as filling, closing, sealing, capsuling or",,,
labelling,"containers such as bottles, cans, boxes or bags; machinery for cleaning or",,,
drying,bottles or other containers or for aerating beverages.,,,
29196,Manufacture of weighing machinery other than sensitive laboratory balances:,,,
household,"and shop scales, portable or mobile platform scales, scales for",,,
continuous,"weighing of goods, scales for weighing a continuous flow of liquid,",,,
weigh,"bridges and so forth, including weighing machinery incorporating",,,
calculators,etc.,,,
29197,Manufacture of filtering and purifying machinery or apparatus for liquids and,,,
#VALUE!,#VALUE!,,,
29198,Manufacture of distilling and rectifying plants; heat exchangers; machinery for,,,
liquefying,air or gas; producer gas or water gas and acetylene gas generators.,,,
#VALUE!,#VALUE!,,,
#VALUE!,#VALUE!,,,
Repair,and maintenance of other general purpose machinery,,,
29199,Manufacture of other general purpose machinery: fans intended for industrial,,,
"applications,","exhaust hoods for commercial, laboratory or industrial use;",,,
calendering,or other rolling machines other than for metals or glass; gaskets and,,,
similar,joints made of a combination of materials or layers of the same material,,,
and,"other general purpose machinery n.e.c., including manufacture of parts and",,,
accessories,for general purpose machinery and equipment.,,,
292 ,Manufacture of special purpose machinery,,,
2921 ,Manufacture of agricultural and forestry machinery,,,
29211,"Manufacture of tractors, harvestors and other heavy machinery for use in",the,road tractors for semi ,trailers is
agricultural,and forestry(manufacture of over,,,
classified,in class 3410),,,
29212,Manufacture of light agricultural and forestry machinery and equipment other than,,,
forage,"press: ploughs, harrows, weeders, hoes, seeders, manure spreaders, thinners",,,
etc.,Manufacture of animal drawn machinery is included.,,,
29213,Manufacture of forage presses,,,
29214,Manufacture of parts and accessories for agricultural and forestry machinery and,,,
